110337,Mercedes-Benz,Classe C,(206) Berline03/2021 - Aujourd'hui,berline,Bleu,Noir,Similicuir,5,4,180 1.5 i 16V EQ Boost 9G-TRONIC,,hybride leger essence,automatique,10 cv,propulsion,1496 cm³,"36,000 km",07-2021,tres bon,1ere main,"206,000 DT"
114675,Mercedes-Benz,ML,(163)05/1997 - 04/2005,suv,Noir,Beige,Cuir intégral,07,05,ML270CDi 2.7 CDi 163cv,163 ch dyn,diesel,automatique,9 cv,integrale,cm³,"999,999 km",06-2001,normal,2eme main,"35,000 DT"
114674,Peugeot,Expert,III VUL05/2016 - Aujourd'hui,autres,Blanc,Noir,Similicuir,3,4,Compact 2.0 Blue HDi 16V Fourgon court EAT8 S&S,177 ch dyn,diesel,automatique,9 cv,traction,2000 cm³,"69,000 km",05-2020,tres bon,1ere main,"79,000 DT"
114673,Citroën,C3,III (B618)07/2016 - 06/2020,citadine,Gris argent,Gris,Tissu,5,5,1.2 VTi PureTech 12V,82 ch dyn,essence,manuelle,4 cv,traction,1199 cm³,"99,000 km",07-2018,tres bon,1ere main,"37,000 DT"
114613,Suzuki,Baleno,II (EWB)11/2015 - Aujourd'hui,compacte,Gris Shark,Noir,Similicuir,5,5,,,essence,automatique,5 cv,traction,1373 cm³,"87,000 km",11-2018,tres bon,2eme main,"44,000 DT"
113329,Mercedes-Benz,Classe E,(212) Berline02/2009 - 02/2013,berline,Noir,Noir,Cuir intégral,5,4,200 1.8 CGI 16V BlueEFFICIENCY,184 ch dyn,essence,automatique,11 cv,propulsion,1800 cm³,"205,000 km",06-2011,normal,1ere main,"60,000 DT"
113564,Mercedes-Benz,Classe E,(213) Phase 2 Berline07/2020 - 12/2022,berline,Blanc,Noir,Cuir intégral,5,4,300 e 2.0 i 16V 320 EQ Power 4MATIC 9G-TRONIC,,hybride rechargeable essence,automatique,12 cv,integrale,1991 cm³,"30,000 km",12-2021,tres bon,1ere main,"225,000 DT"
114226,Mercedes-Benz,CLS,(257) Coupé12/2017 - Aujourd'hui,berline,Blanc,Noir,Cuir intégral,5,4,300 d 2.0 d 16V 9G-TRONIC,245 ch dyn,diesel,automatique,14 cv,propulsion,2000 cm³,"45,000 km",02-2019,tres bon,1ere main,"275,000 DT"
114459,Mercedes-Benz,Classe E,(212) Berline02/2009 - 02/2013,berline,Noir,Marron,Cuir intégral,5,5,220 CDi 2.1 CDI 16V DPF BlueEFFICIENCY,170 ch dyn,diesel,automatique,10 cv,traction,2143 cm³,"196,000 km",09-2009,tres bon,2eme main,"62,900 DT"
111203,BMW,X5,(E70)12/2006 - 03/2010,suv,Bleu,Marron,Cuir intégral,7,5,30d xDrive 3.0 d 24V,235 ch dyn,diesel,automatique,15 cv,integrale,2993 cm³,"280,000 km",11-2007,tres bon,2eme main,"69,500 DT"
114672,Renault,Symbol,04/2014 - 12/2021,berline,Noir,Noir,Tissu,5,5,1.2,75 ch dyn,essence,manuelle,5 cv,traction,999 cm³,"190,000 km",06-2016,tres bon,2eme main,"29,000 DT"
114253,Volkswagen,Scirocco,,coupe,Gris argent,Gris,Tissu,4,2,,,essence,automatique,9 cv,traction,1390 cm³,"165,000 km",09-2014,tres bon,2eme main,"31,000 DT"
114253,Volkswagen,Scirocco,,coupe,Gris argent,Gris,Tissu,4,2,,,essence,automatique,9 cv,traction,1390 cm³,"165,000 km",09-2014,tres bon,2eme main,"31,000 DT"
108226,Mercedes-Benz,Classe A,(W177) Hatchback03/2018 - 02/2023,berline,Blanc,Noir,Alcantara,5,5,250 e 1.3 Ti 16V 218 PHEV 8G-DCT,,hybride rechargeable essence,automatique,8 cv,traction,1332 cm³,"66,000 km",03-2021,,,"130,000 DT"
113486,Jeep,Compass,II07/2017 - 04/2021,suv,Noir,Noir,Cuir intégral,5,5,,,essence,manuelle,8 cv,traction,1368 cm³,"81,000 km",02-2021,tres bon,1ere main,"80,000 DT"
112955,Mini,3 portes,3 (F56) 3 Portes01/2014 - 02/2021,compacte,Beige,Noir,Cuir partiel,4,3,Cooper 1.5 i 12V,136 ch dyn,essence,automatique,5 cv,traction,1198 cm³,"127,000 km",11-2014,,,"63,000 DT"
114671,Mercedes-Benz,Classe C,(205) Berline03/2014 - 04/2021,berline,Noir,Autre,Cuir partiel,5,4,,,diesel,automatique,8 cv,propulsion,cm³,"120,000 km",12-2019,tres bon,1ere main,"135,000 DT"
114225,Geely,GX3,01/2021 - 01/2023,suv,Noir,Noir,Similicuir,5,5,1.5 L,107 ch dyn,essence,manuelle,6 cv,traction,1498 cm³,"56,000 km",08-2021,tres bon,1ere main,"50,000 DT"
113938,Land Rover,Discovery Sport,Sport09/2014 - 04/2019,suv,Blanc,Noir,Cuir intégral,5,5,2.2 TD4 16V 4x4 5PL,150 ch dyn,diesel,automatique,9 cv,integrale,cm³,"246,000 km",11-2015,tres bon,1ere main,"90,000 DT"
112720,Peugeot,208,II (P21) 5 Portes10/2019 - 03/2024,citadine,Noir,Autre,Tissu,5,4,1.2 PureTech 12V S&S,75 ch dyn,essence,manuelle,4 cv,traction,1199 cm³,"43,500 km",03-2022,tres bon,1ere main,"40,000 DT"
114670,Ford,Ecosport,Phase 311/2017 - Aujourd'hui,suv,Gris Shark,Noir,Cuir partiel,5,5,1.0 SCTi EcoBoost 12V S&S,125 ch dyn,essence,automatique,7 cv,traction,998 cm³,"28,000 km",09-2022,tres bon,1ere main,"80,000 DT"
114232,Mercedes-Benz,Classe A,(W177) Hatchback03/2018 - 02/2023,compacte,Gris argent,Noir,Cuir intégral,5,5,180 d 1.5 d 8V 7G-DCT,116 ch dyn,diesel,automatique,6 cv,traction,1500 cm³,"120,000 km",01-2020,tres bon,1ere main,"98,000 DT"
114418,Ford,Focus,III Hatchback Phase 209/2014 - 05/2018,compacte,Gris argent,Gris,Tissu,5,5,,,essence,automatique,7 cv,traction,999 cm³,"142,000 km",07-2017,tres bon,1ere main,"39,900 DT"
111277,Jeep,Cherokee,IV (KL)04/2014 - Aujourd'hui,suv,Noir,Noir,Cuir intégral,5,5,2.0 CRD 16V 4WD,170 ch dyn,diesel,automatique,10 cv,integrale,1956 cm³,"230,000 km",05-2015,tres bon,1ere main,"110,000 DT"
111277,Jeep,Cherokee,IV (KL)04/2014 - Aujourd'hui,suv,Noir,Noir,Cuir intégral,5,5,2.0 CRD 16V 4WD,170 ch dyn,diesel,automatique,10 cv,integrale,1956 cm³,"230,000 km",05-2015,tres bon,1ere main,"110,000 DT"
114333,Fiat,500,III Phase 307/2015 - Aujourd'hui,citadine,Blanc,Autre,Tissu,4,3,1.2 L,69 ch dyn,essence,automatique,4 cv,traction,1242 cm³,"7,700 km",06-2024,tres bon,1ere main,"60,000 DT"
114669,Renault,Megane,IV Hatchback11/2015 - 06/2020,compacte,Noir,Noir,Velours,5,5,1.2 TCe 16V,130 ch dyn,essence,manuelle,7 cv,traction,1197 cm³,"100,000 km",12-2021,tres bon,1ere main,"46,000 DT"
113524,Volkswagen,Golf 8,VIII Hatchback07/2019 - Aujourd'hui,compacte,Gris Shark,Noir,Tissu,5,5,1.5 TSi 16V BMT,131 ch dyn,essence,manuelle,7 cv,traction,1500 cm³,"36,300 km",07-2023,tres bon,1ere main,"113,000 DT"
113607,Volkswagen,Golf 8,VIII Hatchback07/2019 - Aujourd'hui,compacte,Gris Shark,Noir,Tissu,5,5,1.5 TSi 16V BMT,131 ch dyn,essence,manuelle,7 cv,traction,1500 cm³,"10,900 km",05-2024,tres bon,1ere main,"115,000 DT"
112086,Jaguar,F-Pace,10/2015 - Aujourd'hui,suv,Noir,Noir,Tissu,4,4,3.0 D V6 24V,300 ch dyn,diesel,automatique,11 cv,traction,1000 cm³,"96,000 km",05-2018,,1ere main,"155,000 DT"
114504,BMW,X6,(E71)05/2008 - 06/2014,suv,Noir,Marron,Tissu,5,4,30d xDrive 3.0 d 24V,235 ch dyn,diesel,automatique,15 cv,integrale,1000 cm³,"195,000 km",07-2011,tres bon,1ere main,"117,000 DT"
113585,Volvo,XC40,,compacte,Noir,Noir,Tissu,4,4,,,essence,automatique,9 cv,traction,1000 cm³,900 km,11-2024,tres bon,1ere main,"225,800 DT"
109290,Jeep,Grand Cherokee,IV Phase 2 (WK)03/2013 - Aujourd'hui,suv,Noir,Noir,Tissu,4,4,,,essence,automatique,20 cv,traction,3598 cm³,"54,000 km",06-2021,,1ere main,"220,000 DT"
114230,Volkswagen,Touareg,II Phase 207/2014 - 03/2018,suv,Noir,Noir,Cuir intégral,4,4,3.0 TDi V6 24V FAP blue motion Terrain Tech Tiptronic,245 ch dyn,diesel,automatique,16 cv,traction,1000 cm³,"108,000 km",05-2015,tres bon,1ere main,"155,000 DT"
113981,KIA,Sportage,V12/2021 - Aujourd'hui,suv,Blanc,Noir,Tissu,4,4,1.6 l T-GDI 7-DCT,180 ch dyn,essence,automatique,10 cv,traction,1000 cm³,"70,000 km",05-2022,tres bon,1ere main,"118,000 DT"
112085,Jaguar,XF,(X260) Berline04/2015 - 05/2020,berline,Gris argent,Marron,Tissu,4,4,2.0 Ti 16V,240 ch dyn,essence,automatique,16 cv,traction,1000 cm³,"42,000 km",12-2017,,1ere main,"120,000 DT"
111634,Land Rover,Range Rover Sport,Sport II Phase 202/2017 - 04/2022,suv,Noir,Noir,Tissu,4,4,2.0 Si4 16V,300 ch dyn,essence,automatique,19 cv,traction,2000 cm³,"97,000 km",06-2019,tres bon,1ere main,"280,000 DT"
110865,Porsche,Panamera,II (971)08/2016 - 05/2020,compacte,Noir,Autre,Tissu,4,4,,,essence,automatique,33 cv,traction,1000 cm³,"25,000 km",05-2018,,1ere main,"420,000 DT"
110651,Porsche,Macan,02/2014 - 05/2018,suv,Marron,Marron,Tissu,4,4,S 2.0 TFSI 16V AWD PDK,237 ch dyn,essence,automatique,16 cv,integrale,1000 cm³,"120,000 km",03-2018,tres bon,1ere main,"173,000 DT"
109471,KIA,Quoris,01/2012 - 12/2017,berline,Noir,Noir,Tissu,4,4,3.8 L V6,294 ch dyn,essence,automatique,20 cv,propulsion,3778 cm³,"118,000 km",07-2013,,1ere main,"68,000 DT"
114353,Haval,H2,101/2017 - 05/2020,suv,Noir,Marron,Cuir intégral,5,5,1.5 T,143 ch dyn,essence,automatique,9 cv,traction,1497 cm³,"159,000 km",05-2018,tres bon,1ere main,"60,000 DT"
106924,Porsche,Cayenne,92A02/2010 - 05/2018,suv,Noir,Noir,Tissu,4,4,Turbo 4.8 DFI V8 AWD 32V Tiptronic S,500 ch dyn,essence,automatique,41 cv,integrale,2000 cm³,"183,000 km",08-2010,tres bon,1ere main,"124,000 DT"
114550,BMW,Série 3,(F30) Berline01/2011 - 08/2015,berline,Autre,Beige,Cuir intégral,5,4,320d xDrive 2.0 d 16V DPF,163 ch dyn,diesel,manuelle,9 cv,integrale,2000 cm³,"160,000 km",03-2013,tres bon,2eme main,"60,000 DT"
114668,Jeep,Renegade,Phase 208/2018 - Aujourd'hui,suv,Blanc,Noir,Tissu,5,5,1.4 Turbo 4x2,140 ch dyn,essence,automatique,8 cv,traction,1368 cm³,"87,000 km",02-2020,tres bon,1ere main,"78,000 DT"
113970,KIA,Sportage,IV Phase 207/2018 - 12/2021,suv,Noir,Noir,Cuir intégral,5,5,,,diesel,automatique,7 cv,traction,1700 cm³,"158,000 km",01-2019,tres bon,1ere main,"87,000 DT"
113803,Hyundai,i20,III Phase 212/2023 - Aujourd'hui,citadine,Noir,Noir,Tissu,5,5,1.0 L T-GDI DCT-7,100 ch dyn,essence,automatique,5 cv,traction,998 cm³,"12,000 km",07-2024,tres bon,1ere main,"77,000 DT"
113713,KIA,Sportage,IV Phase 207/2018 - 12/2021,suv,Blanc,Noir,Tissu,5,5,1.6 CRDi 16V Eco-Dynamics+ 4x2,116 ch dyn,diesel,manuelle,6 cv,traction,cm³,"133,000 km",02-2019,tres bon,1ere main,"85,000 DT"
113667,KIA,Stonic,Phase 207/2020 - Aujourd'hui,suv,Gris anthracite,Noir,Tissu,5,5,1.0 T-GDi 12V GPF ISG,100 ch dyn,essence,manuelle,5 cv,traction,cm³,"72,000 km",04-2021,tres bon,1ere main,"67,000 DT"
113666,Volkswagen,Golf 7,VII 5 Portes08/2012 - 10/2016,compacte,Gris Shark,Noir,Tissu,5,5,,,essence,manuelle,6 cv,traction,cm³,"153,000 km",04-2014,tres bon,1ere main,"49,500 DT"
114367,Renault,Megane,IV Phase 2 Hatchback06/2020 - Aujourd'hui,compacte,Blanc,Noir,Tissu,5,5,1.5 Blue dCi,115 ch dyn,diesel,manuelle,5 cv,traction,1500 cm³,"148,000 km",03-2021,tres bon,1ere main,"53,000 DT"
114373,Cupra,Formentor,07/2020 - Aujourd'hui,suv,Gris Shark,Noir,Cuir intégral,5,5,VZ e-hybrid 1.4 TSI 16V GPF 245 Plug n Hybrid DSG6,,hybride rechargeable essence,automatique,8 cv,traction,1400 cm³,"87,000 km",03-2022,tres bon,1ere main,"135,000 DT"
113447,Volkswagen,Tiguan,II Phase 207/2020 - 12/2023,suv,Blanc,Noir,Alcantara,5,5,1.4 TSi 16V 245 e-Hybrid BMT DSG6,,hybride rechargeable essence,automatique,8 cv,traction,cm³,"98,000 km",03-2022,tres bon,1ere main,"149,000 DT"
111916,Chevrolet,Suburban,,suv,Noir,Gris,Similicuir,8,5,,,essence,automatique,31 cv,propulsion,cm³,"170,000 km",09-2007,,1ere main,"88,000 DT"
106549,Mercedes-Benz,Classe A,(W177) Hatchback03/2018 - 02/2023,compacte,Gris Shark,Noir,Alcantara,5,5,200 1.3 Ti 16V 7G-DCT,163 ch dyn,essence,automatique,9 cv,traction,1332 cm³,"63,000 km",01-2020,,,"139,000 DT"
106312,Chevrolet,Sonic,,berline,Noir,Noir,Tissu,5,4,,,essence,manuelle,5 cv,traction,1298 cm³,"87,000 km",06-2021,,,"39,500 DT"
113230,KIA,Picanto,(JA) Phase 207/2020 - Aujourd'hui,citadine,Noir,Noir,Similicuir,5,5,1.2 DPI 16V BVR5 ISG,84 ch dyn,essence,automatique,4 cv,traction,1197 cm³,"90,000 km",08-2021,tres bon,1ere main,"47,500 DT"
113225,KIA,Sportage,IV Phase 109/2015 - 07/2018,suv,Noir,Beige,Cuir partiel,5,5,1.6 GDi CVVT 16V 4x2 Boite Auto,132 ch dyn,essence,automatique,8 cv,propulsion,1591 cm³,"160,000 km",09-2017,tres bon,1ere main,"74,000 DT"
111778,Audi,A4,IV Phase 1 (B9)01/2016 - 06/2019,berline,Noir,Noir,Tissu,5,4,1.4 TFSi 16V S-Tronic7,150 ch dyn,essence,automatique,8 cv,traction,1400 cm³,"78,000 km",01-2018,,,"87,000 DT"
108686,KIA,Rio 5p,IV Phase 209/2020 - Aujourd'hui,citadine,Blanc,Noir,Cuir partiel,5,5,1.2 i-CVVT 16V ISG,84 ch dyn,essence,manuelle,5 cv,traction,1197 cm³,"72,000 km",08-2021,,,"63,000 DT"
110023,Peugeot,Partner,(K9)10/2018 - 05/2024,utilitaire,Noir,Noir,Tissu,2,3,L1 1.6 BlueHDi 8V FAP,100 ch dyn,diesel,manuelle,5 cv,traction,1600 cm³,"110,000 km",10-2021,,,"49,000 DT"
114054,Hyundai,Tucson,III phase 207/2018 - 10/2020,suv,Gris anthracite,Noir,Similicuir,5,5,1.6 l GDI,132 ch dyn,essence,automatique,8 cv,traction,1591 cm³,"190,000 km",10-2020,tres bon,1ere main,"75,000 DT"
114088,Hyundai,i20,III Phase 212/2023 - Aujourd'hui,citadine,Gris argent,Noir,Tissu,5,5,1.2 L,76 ch dyn,essence,manuelle,4 cv,traction,1197 cm³,"9,000 km",10-2024,tres bon,1ere main,"69,000 DT"
114234,Ford,Everest,,suv,Noir,Beige,Similicuir,7,5,,,diesel,automatique,13 cv,integrale,1996 cm³,"13,000 km",06-2024,tres bon,1ere main,"260,000 DT"
114124,Volkswagen,Polo Sedan,V Berline05/2010 - 12/2023,berline,Gris anthracite,Noir,Tissu,5,4,1.4 L,85 ch dyn,essence,manuelle,5 cv,traction,1390 cm³,"57,000 km",06-2022,tres bon,1ere main,"58,500 DT"
113584,Volkswagen,Polo,VI Phase 207/2021 - Aujourd'hui,citadine,Bleu,Noir,Similicuir,5,5,1.0 MPI 12V BMT,80 ch dyn,essence,manuelle,4 cv,traction,999 cm³,"87,000 km",10-2022,tres bon,1ere main,"59,800 DT"
